Mod:Item:MetaData, Localized Name
moreplanets:nibiru_rock, Nibiru Rock
moreplanets:nibiru_cobblestone, Nibiru Cobblestone
moreplanets:nibiru_vein_cobblestone, Nibiru Vein Cobblestone
moreplanets:infected_stone_bricks, Infected Stone Bricks
moreplanets:infected_vein_stone_bricks, Infected Vein Stone Bricks
moreplanets:infected_cracked_stone_bricks, Cracked Infected Stone Bricks
moreplanets:infected_chiseled_stone_bricks, Chiseled Infected Stone Bricks
moreplanets:inferumite_block, Block of Inferumite
moreplanets:nibiru_dungeon_brick, Nibiru Dungeon Brick
moreplanets:mossy_nibiru_dungeon_brick, Mossy Nibiru Dungeon Brick
moreplanets:infected_sandstone, Infected Sandstone
moreplanets:infected_chiseled_sandstone, Infected Chiseled Sandstone
moreplanets:infected_cut_sandstone, Infected Cut Sandstone
moreplanets:infested_nibiru_rock, Infested Nibiru Rock
moreplanets:infested_nibiru_cobblestone, Infested Nibiru Cobblestone
moreplanets:infested_nibiru_vein_cobblestone, Infested Nibiru Vein Cobblestone
moreplanets:infested_infected_stone_bricks, Infested Infected Stone Bricks
moreplanets:infested_infected_vein_stone_bricks, Infested Infected Vein Stone Bricks
moreplanets:infested_infected_cracked_stone_bricks, Infested Cracked Infected Stone Bricks
moreplanets:infested_infected_chiseled_stone_bricks, Infested Chiseled Infected Stone Bricks
moreplanets:infected_iron_ore, Infected Iron Ore
moreplanets:infected_gold_ore, Infected Gold Ore
moreplanets:infected_tin_ore, Infected Tin Ore
moreplanets:infected_copper_ore, Infected Copper Ore
moreplanets:infected_aluminum_ore, Infected Aluminum Ore
moreplanets:infected_coal_ore, Infected Coal Ore
moreplanets:infected_lapis_ore, Infected Lapis Ore
moreplanets:infected_diamond_ore, Infected Diamond Ore
moreplanets:infected_emerald_ore, Infected Emerald Ore
moreplanets:infected_redstone_ore, Infected Redstone Ore
moreplanets:infected_silicon_ore, Infected Silicon Ore
moreplanets:inferumite_crystal_ore, Inferumite Crystal Ore
moreplanets:infected_oak_log, Infected Oak Log
moreplanets:infected_deadwood_log, Infected Deadwood Log
moreplanets:infected_spruce_log, Infected Spruce Log
moreplanets:infected_jungle_log, Infected Jungle Log
moreplanets:alien_berry_oak_log, Alien Berry Oak Log
moreplanets:oscalea_log, Oscalea Log
moreplanets:frolia_log, Frolia Log
moreplanets:oscalea_planks, Oscalea Planks
moreplanets:frolia_planks, Frolia Planks
moreplanets:infected_oak_planks, Infected Oak Planks
moreplanets:infected_spruce_planks, Infected Spruce Planks
moreplanets:alien_berry_oak_planks, Alien Berry Oak Planks
moreplanets:infected_oak_leaves, Infected Oak Leaves
moreplanets:infected_spruce_leaves, Infected Spruce Leaves
moreplanets:infected_jungle_leaves, Infected Jungle Leaves
moreplanets:alien_berry_oak_leaves, Alien Berry Oak Leaves
moreplanets:oscalea_leaves, Oscalea Leaves
moreplanets:frolia_leaves, Frolia Leaves
moreplanets:flowering_frolia_leaves, Flowering Frolia Leaves
moreplanets:infected_oak_sapling, Infected Oak Sapling
moreplanets:infected_spruce_sapling, Infected Spruce Sapling
moreplanets:infected_jungle_sapling, Infected Jungle Sapling
moreplanets:alien_berry_oak_sapling, Alien Berry Oak Sapling
moreplanets:pure_herb, Pure Herb
moreplanets:terrapuff_herb, Terrapuff Herb
moreplanets:batasia_dandelion, Bastasia Dandelion
moreplanets:pyolonia, Pyolonia
moreplanets:philipy, Philipy
moreplanets:white_tail, White Tail
moreplanets:vealium_vines, Vealium Vines
moreplanets:terrashroom, Terrashroom
moreplanets:nemophila, Nemophila
moreplanets:pink_blechnum, Pink Blechnum
moreplanets:purple_bush, Purple Bush
moreplanets:fronos_fern, Fronos Fern
moreplanets:fronos_lily_pad, Fronos Lily Pad
moreplanets:fronos_mushroom, Fronos Mushroom
moreplanets:oscalea_sapling, Oscalea Sapling
moreplanets:frolia_sapling, Frolia Sapling
moreplanets:infected_crafting_table, Infected Crafting Table
moreplanets:alien_berry_crafting_table, Alien Berry Crafting Table
moreplanets:infected_oak_bookshelf, Infected Oak Bookshelf
moreplanets:alien_berry_oak_bookshelf, Alien Berry Oak Bookshelf
moreplanets:infected_oak_fence, Infected Oak Fence
moreplanets:alien_berry_oak_fence, Alien Berry Oak Fence
moreplanets:infected_grass_path, Infected Grass Path
moreplanets:green_vein_grass_path, Green Vein Grass Path
moreplanets:infected_farmland, Infected Farmland
moreplanets:infected_sand, Infected Sand
moreplanets:infected_cactus, Infected Cactus
moreplanets:infected_water_fluid_mp, Infected Water
moreplanets:infected_vines, Infected Vines
moreplanets:sporelily, Sporelily
moreplanets:infected_oak_fence_gate, Infected Oak Fence Gate
moreplanets:nibiru_ancient_chest, Nibiru Ancient Chest
moreplanets:infected_snow, Infected Snow
moreplanets:purified_snow, Purified Snow
moreplanets:infected_ice, Infected Ice
moreplanets:infected_packed_ice, Infected Packed Ice
moreplanets:infected_snow_layer, tile.infected_snow_layer.name
moreplanets:purified_snow_layer, tile.purified_snow_layer.name
moreplanets:green_vein_grass_block, Green Vein Grass Block
moreplanets:infected_melon, Infected Melon
moreplanets:infected_gravel, Infected Gravel
moreplanets:infected_clay, Infected Clay
moreplanets:nibiru_treasure_chest, Nibiru Treasure Chest
moreplanets:infected_chest, Infected Chest
moreplanets:alien_berry_chest, Alien Berry Chest
moreplanets:multalic_crystal, Multalic Crystal
moreplanets:infected_prismarine, Infected Prismarine
moreplanets:infected_prismarine_bricks, Infected Prismarine Bricks
moreplanets:infected_dark_prismarine, Infected Dark Prismarine
moreplanets:infected_sea_lantern, Infected Sea Lantern
moreplanets:infected_sponge, Infected Sponge
moreplanets:infected_wet_sponge, Infected Wet Sponge
moreplanets:infected_seaweed, Infected Seaweed
moreplanets:oil_ore, Oil Ore
moreplanets:helium_gas, Helium Gas
moreplanets:infected_vines_dirt, Infected Vines Dirt
moreplanets:infected_torch, Infected Torch
moreplanets:infected_furnace, Infected Furnace
moreplanets:terrastone_furnace, Terrastone Furnace
moreplanets:juicer_egg, Juicer Egg
moreplanets:nuclear_waste_tank, Nuclear Waste Tank
moreplanets:nuclear_waste_fluid, Nuclear Waste
moreplanets:vein_frame, Vein Frame
moreplanets:nuclear_waste_generator, Nuclear Waste Generator
moreplanets:alien_berry_oak_fence_gate, Alien Berry Oak Fence Gate
moreplanets:multalic_crystal_block, Block of Multalic Crystal
moreplanets:terrastone, Terrastone
moreplanets:purified_water_fluid, Purified Water
moreplanets:purified_gravel, Purified Gravel
moreplanets:huge_terrashroom_block, Terrashroom Block
moreplanets:sealable_nuclear_waste_rod, Sealable Nuclear Waste Rod
moreplanets:nibiru_dungeon_brick_stairs, Nibiru Dungeon Brick Stairs
moreplanets:infected_oak_stairs, Infected Oak Stairs
moreplanets:alien_berry_oak_stairs, Alien Berry Oak Stairs
moreplanets:infected_prismarine_stairs, Infected Prismarine Stairs
moreplanets:infected_prismarine_brick_stairs, Infected Prismarine Brick Stairs
moreplanets:infected_dark_prismarine_stairs, Infected Dark Prismarine Stairs
moreplanets:infected_vein_stone_bricks_stairs, Infected Vein Stone Bricks Stairs
moreplanets:cracked_infected_stone_bricks_stairs, Cracked Infected Stone Bricks
moreplanets:infected_cut_sandstone_stairs, Infected Cut Sandstone Stairs
moreplanets:nibiru_cobblestone_stairs, Nibiru Cobblestone Stairs
moreplanets:infected_stone_bricks_stairs, Infected Stone Bricks Stairs
moreplanets:infected_sandstone_stairs, Infected Sandstone Stairs
moreplanets:terrastone_stairs, Terrastone Stairs
moreplanets:infected_prismarine_slab, Infected Prismarine Slab
moreplanets:infected_prismarine_brick_slab, Infected Prismarine Brick Slab
moreplanets:infected_dark_prismarine_slab, Infected Dark Prismarine Slab
moreplanets:infected_stone_bricks_slab, Infected Stone Bricks Slab
moreplanets:infected_vein_stone_bricks_slab, Infected Vein Stone Bricks Slab
moreplanets:infected_cracked_stone_bricks_slab, Cracked Infected Stone Bricks Slab
moreplanets:terrastone_slab, Terrastone Slab
moreplanets:infected_sandstone_slab, Infected Sandstone Slab
moreplanets:infected_cut_sandstone_slab, Infected Cut Sandstone Slab
moreplanets:empty_capsule, Empty Capsule
moreplanets:infected_spore_protection_capsule, Infected Spore Protection Capsule
moreplanets:dark_energy_protection_capsule, Dark Energy Protection Capsule
moreplanets:laser_bullet, Laser Bullet
moreplanets:infected_purlonite_laser_bullet, Infected Purlonite Laser Bullet
moreplanets:ion_cannon_schematic, item.ion_cannon_schematic.name
moreplanets:black_hole_storage_schematic, item.black_hole_storage_schematic.name
moreplanets:zelius_fish, Zelius Fish
moreplanets:glowing_alien_fish, Glowing Alien Fish
moreplanets:cheese_fish, Cheese Fish
moreplanets:space_warper_core, Space Warper Core
moreplanets:space_bow, Space Bow
moreplanets:space_fishing_rod, Space Fishing Rod
moreplanets:blue_dye, Blue Dye
moreplanets:laser_gun, Laser Gun
moreplanets:alien_defender_reinforcement, Alien Defender Reinforcement
moreplanets:creative_space_kit, Creative Space Kit
moreplanets:vein_floater_disc, item.vein_floater_disc.name
moreplanets:upgrade_template, Upgrade Template
moreplanets:shield_damage_upgrade, Shield Damage Upgrade
moreplanets:shield_size_upgrade, Shield Size Upgrade
moreplanets:shield_capacity_upgrade, Shield Capacity Upgrade
moreplanets:machine_speed_upgrade, Machine Speed Upgrade
moreplanets:gravity_amulet, Gravity Amulet (WIP)
moreplanets:illenium_ingot, Illenium Ingot
moreplanets:setrorium_shard, Setrorium Shard
moreplanets:compressed_illenium, Compressed Illenium
moreplanets:compressed_setrorium, Compressed Setrorium
moreplanets:infected_purlonite_shard, Infected Purlonite Shard
moreplanets:alien_miner_part, Alien Miner Part
moreplanets:glowing_iron_ingot, Glowing Iron Ingot
moreplanets:black_hole_fragments, Black Hole Fragments
moreplanets:anti_gravity_fragments, Anti Gravity Fragments
moreplanets:infected_purlonite_bomb, Infected Purlonite Bomb
moreplanets:diona_dungeon_key, Diona Dungeon Key
moreplanets:infected_purlonite_slimeball, Infected Purlonite Slimeball
moreplanets:infected_purlonite_arrow, Infected Purlonite Arrow
moreplanets:dark_energy_pearl, Dark Energy Pearl
moreplanets:anti_gravity_arrow, Anti Gravity Arrow
moreplanets:illenium_sword, Illenium Sword
moreplanets:illenium_shovel, Illenium Shovel
moreplanets:illenium_pickaxe, Illenium Pickaxe
moreplanets:illenium_axe, Illenium Axe
moreplanets:illenium_hoe, Illenium Hoe
moreplanets:illenium_helmet, Illenium Helmet
moreplanets:illenium_chestplate, Illenium Chestplate
moreplanets:illenium_leggings, Illenium Leggings
moreplanets:illenium_boots, Illenium Boots
moreplanets:breathable_illenium_helmet, Breathable Illenium Helmet
moreplanets:diremsium_ingot, Diremsium Ingot
moreplanets:zyptorium_ingot, Zyptorium Ingot
moreplanets:compressed_diremsium, Compressed Diremsium
moreplanets:compressed_zyptorium, Compressed Zyptorium
moreplanets:cheese_milk_curd, Cheese Milk Curd
moreplanets:raw_cheese_beef, Raw Cheese Beef
moreplanets:cooked_cheese_beef, Cooked Cheese Steak
moreplanets:cheese_spore_berry, Cheese Spore Berry
moreplanets:cheese_slimeball, Cheese Slimeball
moreplanets:cheese_spore_item, Cheese Spore
moreplanets:cheese_spore_seed, Cheese Spore Seed
moreplanets:chalos_dungeon_key, Chalos Dungeon Key
moreplanets:cheese_spore_door, Cheese Spore Door
moreplanets:inferumite_crystal, Inferumite Crystal
moreplanets:multalic_crystal_pieces, Multalic Crystal Pieces
moreplanets:infected_coal, Infected Coal
moreplanets:infected_charcoal, Infected Charcoal
moreplanets:shlime_tail, Shlime Tail
moreplanets:infected_prismarine_shard, Infected Prismarine Shard
moreplanets:infected_prismarine_crystals, Infected Prismarine Crystals
moreplanets:infected_apple, Infected Apple
moreplanets:infected_golden_apple, Infected Golden Apple
moreplanets:enchanted_infected_golden_apple, item.enchanted_infected_golden_apple.name
moreplanets:infected_melon_slice, Infected Melon Slice
moreplanets:alien_berry, Alien Berry
moreplanets:golden_alien_berry, Golden Alien Berry
moreplanets:terraberry, Terraberry
moreplanets:raw_shlime_meat, Raw Shlime Meat
moreplanets:cooked_shlime_meat, Cooked Shlime Meat
moreplanets:infected_wheat_seeds, Infected Wheat Seeds
moreplanets:infected_oak_door, Infected Oak Door
moreplanets:alien_berry_oak_door, Alien Berry Oak Door
moreplanets:infected_wheat, Infected Wheat
moreplanets:infected_clay_ball, Infected Clay Ball
moreplanets:infected_snowball, Infected Snowball
moreplanets:purified_snowball, Purified Snowball
moreplanets:nibiru_dungeon_key, Nibiru Dungeon Key
moreplanets:nibiru_dungeon_key_bow, Nibiru Dungeon Key Bow
moreplanets:nibiru_dungeon_key_blade, Nibiru Dungeon Key Blade
moreplanets:infected_sugar_cane, Infected Sugar Cane
moreplanets:infected_egg, Infected Egg
moreplanets:infected_arrow, Infected Arrow
moreplanets:infected_melon_seeds, Infected Melon Seeds
moreplanets:vein_eye, Vein Eye
moreplanets:waste_rod_picker, Waste Rod Picker
moreplanets:nuclear_waste_rod, Nuclear Waste Rod
moreplanets:gravity_boots, Gravity Boots
moreplanets:extrailonite_ingot, Extrailonite Ingot
moreplanets:compressed_extrailonite, Compressed Extrailonite
moreplanets:oscalea_door, Oscalea Door
moreplanets:frolia_door, Frolia Door
moreplanets:strawberry, Strawberry
moreplanets:giant_blueberry, Giant Blueberry
moreplanets:chocolate_bar, Chocolate Bar
moreplanets:jelly_beans, Jelly Beans
moreplanets:marshmallow, Marshmallow
moreplanets:cooked_marshmallow, Cooked Marshmallow
moreplanets:blue_pear, Blue Pear
moreplanets:red_candy_cane_stick, Red Candy Cane Stick
moreplanets:green_candy_cane_stick, Green Candy Cane Stick
moreplanets:blue_candy_cane_stick, Blue Candy Cane Stick
moreplanets:orange_candy_cane_stick, Orange Candy Cane Stick
moreplanets:pink_candy_cane_stick, Pink Candy Cane Stick
moreplanets:yellow_candy_cane_stick, Yellow Candy Cane Stick
moreplanets:purple_candy_cane_stick, Purple Candy Cane Stick
moreplanets:rainbow_candy_cane_stick, Rainbow Candy Cane Stick
moreplanets:grape_jelly, Grape Jelly
moreplanets:raspberry_jelly, Raspberry Jelly
moreplanets:strawberry_jelly, Strawberry Jelly
moreplanets:berry_jelly, Berry Jelly
moreplanets:lime_jelly, Lime Jelly
moreplanets:orange_jelly, Orange Jelly
moreplanets:green_jelly, Green Jelly
moreplanets:lemon_jelly, Lemon Jelly
moreplanets:diremsium_sword, Diremsium Sword
moreplanets:diremsium_shovel, Diremsium Shovel
moreplanets:diremsium_pickaxe, Diremsium Pickaxe
moreplanets:diremsium_axe, Diremsium Axe
moreplanets:diremsium_hoe, Diremsium Hoe
moreplanets:cheese_spore_wood_sword, Cheese Spore Wooden Sword
moreplanets:cheese_spore_wood_shovel, Cheese Spore Wooden Shovel
moreplanets:cheese_spore_wood_pickaxe, Cheese Spore Wooden Pickaxe
moreplanets:cheese_spore_wood_axe, Cheese Spore Wooden Axe
moreplanets:cheese_spore_wood_hoe, Cheese Spore Wooden Hoe
moreplanets:infected_wood_sword, Infected Wooden Sword
moreplanets:infected_wood_shovel, Infected Wooden Shovel
moreplanets:infected_wood_pickaxe, Infected Wooden Pickaxe
moreplanets:infected_wood_axe, Infected Wooden Axe
moreplanets:infected_wood_hoe, Infected Wooden Hoe
moreplanets:alien_berry_wood_sword, Alien Berry Wooden Sword
moreplanets:alien_berry_wood_shovel, Alien Berry Wooden Shovel
moreplanets:alien_berry_wood_pickaxe, Alien Berry Wooden Pickaxe
moreplanets:alien_berry_wood_axe, Alien Berry Wooden Axe
moreplanets:alien_berry_wood_hoe, Alien Berry Wooden Hoe
moreplanets:nibiru_stone_sword, Nibiru Stone Sword
moreplanets:nibiru_stone_shovel, Nibiru Stone Shovel
moreplanets:nibiru_stone_pickaxe, Nibiru Stone Pickaxe
moreplanets:nibiru_stone_axe, Nibiru Stone Axe
moreplanets:nibiru_stone_hoe, Nibiru Stone Hoe
moreplanets:multalic_crystal_sword, Multalic Crystal Sword
moreplanets:multalic_crystal_shovel, Multalic Crystal Shovel
moreplanets:multalic_crystal_pickaxe, Multalic Crystal Pickaxe
moreplanets:multalic_crystal_axe, Multalic Crystal Axe
moreplanets:multalic_crystal_hoe, Multalic Crystal Hoe
moreplanets:diremsium_helmet, Diremsium Helmet
moreplanets:diremsium_chestplate, Diremsium Chestplate
moreplanets:diremsium_leggings, Diremsium Leggings
moreplanets:diremsium_boots, Diremsium Boots
moreplanets:breathable_diremsium_helmet, Breathable Diremsium Helmet
moreplanets:multalic_crystal_helmet, Multalic Crystal Helmet
moreplanets:multalic_crystal_chestplate, Multalic Crystal Chestplate
moreplanets:multalic_crystal_leggings, Multalic Crystal Leggings
moreplanets:multalic_crystal_boots, Multalic Crystal Boots
moreplanets:breathable_multalic_crystal_helmet, Breathable Multalic Crystal Helmet
forge:bucketfilled, %s Bucket
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:charged_quartz_ore, Charged Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiseled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:grindstone, Quartz Grindstone
appliedenergistics2:crank, Wooden Crank
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:tiny_tnt, Tiny TNT
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:io_port, ME IO Port
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:vibration_chamber, Vibration Chamber
appliedenergistics2:quartz_growth_accelerator, Crystal Growth Accelerator
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Sky Stone Stairs
appliedenergistics2:smooth_sky_stone_stairs, Sky Stone Block Stairs
appliedenergistics2:sky_stone_brick_stairs, Sky Stone Brick Stairs
appliedenergistics2:sky_stone_small_brick_stairs, Sky Stone Small Brick Stairs
appliedenergistics2:fluix_stairs, Fluix Stairs
appliedenergistics2:quartz_stairs, Certus Quartz Stairs
appliedenergistics2:chiseled_quartz_stairs, Chiseled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slabs
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slabs
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slabs
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slabs
appliedenergistics2:fluix_slab:0, Fluix Slabs
appliedenergistics2:quartz_slab:0, Certus Quartz Slabs
appliedenergistics2:chiseled_quartz_slab:0, Chiseled Certus Quartz Slabs
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slabs
appliedenergistics2:certus_quartz_axe, Certus Quartz Axe
appliedenergistics2:certus_quartz_hoe, Certus Quartz Hoe
appliedenergistics2:certus_quartz_spade, Certus Quartz Shovel
appliedenergistics2:certus_quartz_pickaxe, Certus Quartz Pickaxe
appliedenergistics2:certus_quartz_sword, Certus Quartz Sword
appliedenergistics2:certus_quartz_wrench, Certus Quartz Wrench
appliedenergistics2:certus_quartz_cutting_knife, Certus Quartz Cutting Knife
appliedenergistics2:nether_quartz_axe, Nether Quartz Axe
appliedenergistics2:nether_quartz_hoe, Nether Quartz Hoe
appliedenergistics2:nether_quartz_spade, Nether Quartz Shovel
appliedenergistics2:nether_quartz_pickaxe, Nether Quartz Pickaxe
appliedenergistics2:nether_quartz_sword, Nether Quartz Sword
appliedenergistics2:nether_quartz_wrench, Nether Quartz Wrench
appliedenergistics2:nether_quartz_cutting_knife, Nether Quartz Cutting Knife
appliedenergistics2:entropy_manipulator, Entropy Manipulator
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:charged_staff, Charged Staff
appliedenergistics2:matter_cannon, Matter Cannon
appliedenergistics2:portable_cell, Portable Cell
appliedenergistics2:color_applicator, Color Applicator
appliedenergistics2:biometric_card, Biometric Card
appliedenergistics2:memory_card, Memory Card
appliedenergistics2:network_tool, Network Tool
appliedenergistics2:creative_storage_cell, Creative ME Storage Cell
appliedenergistics2:view_cell, View Cell
appliedenergistics2:storage_cell_1k, 1k ME Storage Cell
appliedenergistics2:storage_cell_4k, 4k ME Storage Cell
appliedenergistics2:storage_cell_16k, 16k ME Storage Cell
appliedenergistics2:storage_cell_64k, 64k ME Storage Cell
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ Spatial Storage Cell
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Grass Block
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Podzol
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bedrock
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:facade:0, Cable Facade - Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - White Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Block of Gold
appliedenergistics2:facade:0, Cable Facade - Block of Iron
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - Bookshelf
appliedenergistics2:facade:0, Cable Facade - Moss Stone
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diamond
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Ice
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Pumpkin
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Soul Sand
appliedenergistics2:facade:0, Cable Facade - Glowstone
appliedenergistics2:facade:0, Cable Facade - Jack o'Lantern
appliedenergistics2:facade:0, Cable Facade - White Stained Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:facade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Glass
